Origin,Dest,Cancelled,Diverted,ArrDelay_YN,DepDelay_YN,Flights_Count,Origin_airport,Origin_city,Origin_state,Origin_lat,Origin_long,Dest_airport,Dest_city,Dest_state,Dest_lat,Dest_long
ONT,ATL,0.005018820577164366,0.00878293601003764,0.4491844416562108,0.4077791718946048,797,Ontario International,Ontario,CA,34.056,-117.60119440000001,William B Hartsfield-Atlanta Intl,Atlanta,GA,33.64044444,-84.42694444
ORD,ATL,0.03758893811249832,0.002953416565982011,0.4944287823868976,0.46194120016109547,7449,Chicago O'Hare International,Chicago,IL,41.979595,-87.90446417,William B Hartsfield-Atlanta Intl,Atlanta,GA,33.64044444,-84.42694444
ORF,ATL,0.014008620689655173,0.004669540229885058,0.4698275862068966,0.3484195402298851,2784,Norfolk International,Norfolk,VA,36.89461111,-76.20122222,William B Hartsfield-Atlanta Intl,Atlanta,GA,33.64044444,-84.42694444
PBI,ATL,0.003754106053496011,0.0018770530267480056,0.47395588925387144,0.32637259502580945,4262,Palm Beach International,West Palm Beach,FL,26.68316194,-80.09559417,William B Hartsfield-Atlanta Intl,Atlanta,GA,33.64044444,-84.42694444
PDX,ATL,0.008166969147005444,0.0018148820326678765,0.47549909255898365,0.4047186932849365,1102,Portland Intl,Portland,OR,45.58872222,-122.5975,William B Hartsfield-Atlanta Intl,Atlanta,GA,33.64044444,-84.42694444
PFN,ATL,0.022370486656200943,0.0007849293563579278,0.4509419152276295,0.28100470957613816,2548,Panama City-Bay County International,Panama City,FL,30.21208333,-85.68280556,William B Hartsfield-Atlanta Intl,Atlanta,GA,33.64044444,-84.42694444
PHF,ATL,0.01828241520327159,0.003367813326918451,0.4096704354101516,0.3002165022853019,4157,Newport News/Williamsburg International,Newport News,VA,37.13189556,-76.4929875,William B Hartsfield-Atlanta Intl,Atlanta,GA,33.64044444,-84.42694444
PHL,ATL,0.017201503324660306,0.0023128071697022263,0.4599595258745302,0.37163920208152645,6918,Philadelphia Intl,Philadelphia,PA,39.87195278,-75.24114083,William B Hartsfield-Atlanta Intl,Atlanta,GA,33.64044444,-84.42694444
PHX,ATL,0.0034729759062296505,0.0032559149120902973,0.34512698068157155,0.3012806598654222,4607,Phoenix Sky Harbor International,Phoenix,AZ,33.43416667,-112.00805559999999,William B Hartsfield-Atlanta Intl,Atlanta,GA,33.64044444,-84.42694444
PIA,ATL,0.025682182985553772,0.0,0.48796147672552165,0.26163723916532905,623,Greater Peoria Regional,Peoria,IL,40.66424333,-89.69330556,William B Hartsfield-Atlanta Intl,Atlanta,GA,33.64044444,-84.42694444
PIT,ATL,0.012508229098090849,0.003949967083607637,0.4755321483432082,0.34628044766293614,4557,Pittsburgh International,Pittsburgh,PA,40.49146583,-80.23287083,William B Hartsfield-Atlanta Intl,Atlanta,GA,33.64044444,-84.42694444
PNS,ATL,0.01309255079006772,0.0009029345372460496,0.4566591422121896,0.35191873589164785,4430,Pensacola Regional,Pensacola,FL,30.47330556,-87.18744444,William B Hartsfield-Atlanta Intl,Atlanta,GA,33.64044444,-84.42694444
PVD,ATL,0.01870503597122302,0.006474820143884892,0.5669064748201439,0.4381294964028777,1390,Theodore F Green State,Providence,RI,41.72399917,-71.42822111,William B Hartsfield-Atlanta Intl,Atlanta,GA,33.64044444,-84.42694444
PWM,ATL,0.023230088495575223,0.0055309734513274336,0.5785398230088495,0.47345132743362833,904,Portland International Jetport,Portland,ME,43.64616667,-70.30875,William B Hartsfield-Atlanta Intl,Atlanta,GA,33.64044444,-84.42694444
RDU,ATL,0.013658176448874123,0.0016611295681063123,0.4414913252122554,0.298265042451089,5418,Raleigh-Durham International,Raleigh,NC,35.87763889,-78.78747222,William B Hartsfield-Atlanta Intl,Atlanta,GA,33.64044444,-84.42694444
RIC,ATL,0.013888888888888888,0.0024250440917107582,0.43606701940035275,0.36067019400352734,4536,Richmond International,Richmond,VA,37.50516667,-77.31966667,William B Hartsfield-Atlanta Intl,Atlanta,GA,33.64044444,-84.42694444
RNO,ATL,0.005917159763313609,0.01775147928994083,0.4970414201183432,0.5325443786982249,169,Reno/Tahoe International,Reno,NV,39.49857611,-119.76806470000001,William B Hartsfield-Atlanta Intl,Atlanta,GA,33.64044444,-84.42694444
ROA,ATL,0.02484113229347198,0.0011554015020219526,0.4015020219526285,0.3633737723859041,1731,Roanoke Regional/ Woodrum ,Roanoke,VA,37.32546833,-79.97542833,William B Hartsfield-Atlanta Intl,Atlanta,GA,33.64044444,-84.42694444
ROC,ATL,0.016881028938906754,0.0020096463022508037,0.4746784565916399,0.35731511254019294,2488,Greater Rochester Int'l,Rochester,NY,43.11886611,-77.67238389,William B Hartsfield-Atlanta Intl,Atlanta,GA,33.64044444,-84.42694444
RSW,ATL,0.005719733079122974,0.003574833174451859,0.43136320305052434,0.2721639656816015,4196,Southwest Florida International,Ft. Myers,FL,26.53616667,-81.75516667,William B Hartsfield-Atlanta Intl,Atlanta,GA,33.64044444,-84.42694444
SAN,ATL,0.0070052539404553416,0.004553415061295972,0.32084063047285466,0.2434325744308231,2855,San Diego International-Lindbergh ,San Diego,CA,32.73355611,-117.1896567,William B Hartsfield-Atlanta Intl,Atlanta,GA,33.64044444,-84.42694444
SAT,ATL,0.008639308855291577,0.004319654427645789,0.4850354828756557,0.36377661215674173,3241,San Antonio International,San Antonio,TX,29.53369444,-98.46977778,William B Hartsfield-Atlanta Intl,Atlanta,GA,33.64044444,-84.42694444
SAV,ATL,0.016718106995884774,0.0007716049382716049,0.45190329218106995,0.3125,3888,Savannah International,Savannah,GA,32.12758333,-81.20213889,William B Hartsfield-Atlanta Intl,Atlanta,GA,33.64044444,-84.42694444
SBN,ATL,0.02791145332050048,0.005774783445620789,0.4523580365736285,0.5206929740134745,1039,South Bend Regional,South Bend,IN,41.70895361,-86.31847417,William B Hartsfield-Atlanta Intl,Atlanta,GA,33.64044444,-84.42694444
SCE,ATL,0.07377049180327869,0.0,0.6229508196721312,0.26229508196721313,122,University Park,,,40.851206,-77.84630200000001,William B Hartsfield-Atlanta Intl,Atlanta,GA,33.64044444,-84.42694444
SDF,ATL,0.016690856313497822,0.00181422351233672,0.4426705370101596,0.34216255442670535,2756,Louisville International-Standiford ,Louisville,KY,38.17438889,-85.736,William B Hartsfield-Atlanta Intl,Atlanta,GA,33.64044444,-84.42694444
SEA,ATL,0.0038895371450797353,0.004278490859587709,0.40606767794632437,0.38156359393232203,2571,Seattle-Tacoma Intl,Seattle,WA,47.44898194,-122.30931310000001,William B Hartsfield-Atlanta Intl,Atlanta,GA,33.64044444,-84.42694444
SFO,ATL,0.0035506778566817302,0.005164622336991607,0.3841187863137508,0.39412524209167205,3098,San Francisco International,San Francisco,CA,37.61900194,-122.3748433,William B Hartsfield-Atlanta Intl,Atlanta,GA,33.64044444,-84.42694444
SGF,ATL,0.022222222222222223,0.002564102564102564,0.3333333333333333,0.25555555555555554,1170,Springfield-Branson Regional,Springfield,MO,37.24432611,-93.38685806,William B Hartsfield-Atlanta Intl,Atlanta,GA,33.64044444,-84.42694444
SHV,ATL,0.011557512383048982,0.001651073197578426,0.41827187671986793,0.263621353880022,1817,Shreveport Regional,Shreveport,LA,32.446627500000005,-93.82559833,William B Hartsfield-Atlanta Intl,Atlanta,GA,33.64044444,-84.42694444
SJC,ATL,0.0031545741324921135,0.00946372239747634,0.3911671924290221,0.3832807570977918,634,San Jose International,San Jose,CA,37.36186194,-121.92900890000001,William B Hartsfield-Atlanta Intl,Atlanta,GA,33.64044444,-84.42694444
SLC,ATL,0.0052337752965806,0.0038381018841591066,0.4288206559665038,0.4319609211444522,2866,Salt Lake City Intl,Salt Lake City,UT,40.78838778,-111.9777731,William B Hartsfield-Atlanta Intl,Atlanta,GA,33.64044444,-84.42694444
SMF,ATL,0.004398826979472141,0.011730205278592375,0.39002932551319647,0.34457478005865105,682,Sacramento International,Sacramento,CA,38.69542167,-121.5907669,William B Hartsfield-Atlanta Intl,Atlanta,GA,33.64044444,-84.42694444
SNA,ATL,0.00683526999316473,0.006151742993848257,0.39097744360902253,0.35543403964456594,1463,John Wayne /Orange Co,Santa Ana,CA,33.67565861,-117.86822250000002,William B Hartsfield-Atlanta Intl,Atlanta,GA,33.64044444,-84.42694444
SRQ,ATL,0.0123234144875263,0.0024045686804929365,0.4643823264201984,0.30898707544334236,3327,Sarasota Bradenton International,Sarasota,FL,27.39533333,-82.55411111,William B Hartsfield-Atlanta Intl,Atlanta,GA,33.64044444,-84.42694444
STL,ATL,0.01693629929221436,0.002275025278058645,0.46107178968655205,0.32330637007077856,3956,Lambert-St Louis International,St Louis,MO,38.74768694,-90.35998972,William B Hartsfield-Atlanta Intl,Atlanta,GA,33.64044444,-84.42694444
SWF,ATL,0.013605442176870748,0.0030921459492888066,0.520717377860235,0.42238713667285094,1617,Stewart,Newburgh,NY,41.50409361,-74.10483833,William B Hartsfield-Atlanta Intl,Atlanta,GA,33.64044444,-84.42694444
SYR,ATL,0.0204369274136716,0.004933051444679351,0.5221987315010571,0.4397463002114165,1419,Syracuse-Hancock Intl,Syracuse,NY,43.11118694,-76.10631056,William B Hartsfield-Atlanta Intl,Atlanta,GA,33.64044444,-84.42694444
TLH,ATL,0.012077294685990338,0.0008051529790660225,0.45933977455716585,0.3413848631239936,2484,Tallahassee Regional,Tallahassee,FL,30.39652778,-84.35033333,William B Hartsfield-Atlanta Intl,Atlanta,GA,33.64044444,-84.42694444
TOL,ATL,0.041666666666666664,0.008333333333333333,0.5166666666666667,0.425,120,Toledo Express,Toledo,OH,41.58680556,-83.80783333,William B Hartsfield-Atlanta Intl,Atlanta,GA,33.64044444,-84.42694444
TPA,ATL,0.006700396554081773,0.0012306850813619582,0.44591822781348284,0.265554492000547,7313,Tampa International ,Tampa,FL,27.97547222,-82.53325,William B Hartsfield-Atlanta Intl,Atlanta,GA,33.64044444,-84.42694444
TRI,ATL,0.02820796460176991,0.00165929203539823,0.3252212389380531,0.21073008849557523,1808,Tri-Cities Regional,Bristol,TN,36.47521417,-82.40742056,William B Hartsfield-Atlanta Intl,Atlanta,GA,33.64044444,-84.42694444
TUL,ATL,0.010606060606060607,0.0015151515151515152,0.42828282828282827,0.3661616161616162,1980,Tulsa International,Tulsa,OK,36.19837222,-95.88824167,William B Hartsfield-Atlanta Intl,Atlanta,GA,33.64044444,-84.42694444
TUP,ATL,0.0,0.0,0.3,0.1,10,Tupelo Municipal ,Tupelo,MS,34.26810833,-88.76989499999999,William B Hartsfield-Atlanta Intl,Atlanta,GA,33.64044444,-84.42694444
TUS,ATL,0.004497751124437781,0.004497751124437781,0.4782608695652174,0.40929535232383807,667,Tucson International,Tucson,AZ,32.11608333,-110.94102779999999,William B Hartsfield-Atlanta Intl,Atlanta,GA,33.64044444,-84.42694444
TYS,ATL,0.013986013986013986,0.00041135335252982314,0.4405594405594406,0.31509666803784453,2431,McGhee-Tyson,Knoxville,TN,35.81248722,-83.99285583,William B Hartsfield-Atlanta Intl,Atlanta,GA,33.64044444,-84.42694444
VLD,ATL,0.017057569296375266,0.0,0.5053304904051172,0.3720682302771855,938,Valdosta Regional,Valdosta,GA,30.7825,-83.27672222,William B Hartsfield-Atlanta Intl,Atlanta,GA,33.64044444,-84.42694444
VPS,ATL,0.017077175697865352,0.0009852216748768472,0.5451559934318555,0.2975369458128079,3045,Eglin Air Force Base,Valparaiso,FL,30.48325,-86.5254,William B Hartsfield-Atlanta Intl,Atlanta,GA,33.64044444,-84.42694444
XNA,ATL,0.01414027149321267,0.0022624434389140274,0.40101809954751133,0.2675339366515837,1768,Northwest Arkansas Regional,Fayetteville/Springdale/Rogers,AR,36.28186944,-94.30681111,William B Hartsfield-Atlanta Intl,Atlanta,GA,33.64044444,-84.42694444
ABE,BHM,0.0,0.0,0.0,1.0,1,Lehigh Valley International,Allentown,PA,40.65236278,-75.44040167,Birmingham International,Birmingham,AL,33.56294306,-86.75354972
ATL,BHM,0.014977359804946012,0.00034831069313827936,0.44096133751306166,0.40264716126785094,2871,William B Hartsfield-Atlanta Intl,Atlanta,GA,33.64044444,-84.42694444,Birmingham International,Birmingham,AL,33.56294306,-86.75354972
BNA,BHM,0.0,0.0,0.4331395348837209,0.561046511627907,688,Nashville International,Nashville,TN,36.12447667,-86.67818222,Birmingham International,Birmingham,AL,33.56294306,-86.75354972
BWI,BHM,0.0019286403085824494,0.0019286403085824494,0.37319189971070393,0.5544840887174542,1037,Baltimore-Washington International,Baltimore,MD,39.17540167,-76.66819833,Birmingham International,Birmingham,AL,33.56294306,-86.75354972
CLE,BHM,0.0,0.0,0.26515151515151514,0.3333333333333333,264,Cleveland-Hopkins Intl,Cleveland,OH,41.41089417,-81.84939667,Birmingham International,Birmingham,AL,33.56294306,-86.75354972
CLT,BHM,0.036848792884371026,0.0012706480304955528,0.4701397712833545,0.3062261753494282,787,Charlotte/Douglas International,Charlotte,NC,35.21401111,-80.94312583,Birmingham International,Birmingham,AL,33.56294306,-86.75354972
CVG,BHM,0.007042253521126761,0.002347417840375587,0.44366197183098594,0.2511737089201878,852,Cincinnati Northern Kentucky Intl,Covington,KY,39.04614278,-84.6621725,Birmingham International,Birmingham,AL,33.56294306,-86.75354972
DAL,BHM,0.0028544243577545195,0.0009514747859181732,0.3235014272121789,0.6374881065651761,1051,Dallas Love ,Dallas,TX,32.84711389,-96.85177222,Birmingham International,Birmingham,AL,33.56294306,-86.75354972
DEN,BHM,0.004608294930875576,0.0,0.42857142857142855,0.38556067588325654,651,Denver Intl,Denver,CO,39.85840806,-104.6670019,Birmingham International,Birmingham,AL,33.56294306,-86.75354972
DFW,BHM,0.023310023310023312,0.000777000777000777,0.4506604506604507,0.4017094017094017,1287,Dallas-Fort Worth International,Dallas-Fort Worth,TX,32.89595056,-97.0372,Birmingham International,Birmingham,AL,33.56294306,-86.75354972
DTW,BHM,0.020293122886133032,0.0033821871476888386,0.37316798196166856,0.3438556933483653,887,Detroit Metropolitan-Wayne County,Detroit,MI,42.21205889,-83.34883583,Birmingham International,Birmingham,AL,33.56294306,-86.75354972
EWR,BHM,0.033773861967694566,0.0014684287812041115,0.4977973568281938,0.447870778267254,681,Newark Intl,Newark,NJ,40.69249722,-74.16866056,Birmingham International,Birmingham,AL,33.56294306,-86.75354972
HOU,BHM,0.01358695652173913,0.002717391304347826,0.39402173913043476,0.5733695652173914,736,William P Hobby,Houston,TX,29.64541861,-95.27888889,Birmingham International,Birmingham,AL,33.56294306,-86.75354972
HSV,BHM,0.0,0.25,0.5,0.75,4,Huntsville International ,Huntsville,AL,34.6404475,-86.77310944,Birmingham International,Birmingham,AL,33.56294306,-86.75354972
IAD,BHM,0.053061224489795916,0.0,0.6122448979591837,0.5755102040816327,245,Washington Dulles International,Chantilly,VA,38.94453194,-77.45580972,Birmingham International,Birmingham,AL,33.56294306,-86.75354972
IAH,BHM,0.015859408486926702,0.0034290612944706386,0.4123446206600943,0.4277753964852122,2333,George Bush Intercontinental,Houston,TX,29.98047222,-95.33972222,Birmingham International,Birmingham,AL,33.56294306,-86.75354972
JAX,BHM,0.0,0.0,0.2650273224043716,0.366120218579235,366,Jacksonville International,Jacksonville,FL,30.49405556,-81.68786111,Birmingham International,Birmingham,AL,33.56294306,-86.75354972
LAS,BHM,0.00273224043715847,0.00546448087431694,0.3879781420765027,0.6967213114754098,366,McCarran International,Las Vegas,NV,36.08036111,-115.15233329999998,Birmingham International,Birmingham,AL,33.56294306,-86.75354972
LGA,BHM,0.050761421319796954,0.001692047377326565,0.4856175972927242,0.3570219966159052,591,LaGuardia,New York,NY,40.77724306,-73.87260917,Birmingham International,Birmingham,AL,33.56294306,-86.75354972
MCO,BHM,0.002471169686985173,0.0032948929159802307,0.3756177924217463,0.45222405271828664,1214,Orlando International,Orlando,FL,28.42888889,-81.31602778,Birmingham International,Birmingham,AL,33.56294306,-86.75354972
MDW,BHM,0.005509641873278237,0.0,0.3746556473829201,0.5757575757575758,726,Chicago Midway,Chicago,IL,41.7859825,-87.75242444,Birmingham International,Birmingham,AL,33.56294306,-86.75354972
MEM,BHM,0.012345679012345678,0.003367003367003367,0.31313131313131315,0.26823793490460157,891,Memphis International,Memphis,TN,35.04241667,-89.97666667,Birmingham International,Birmingham,AL,33.56294306,-86.75354972
MKE,BHM,0.0,1.0,0.0,0.0,1,General Mitchell International,Milwaukee,WI,42.94722222,-87.89658333,Birmingham International,Birmingham,AL,33.56294306,-86.75354972
MSY,BHM,0.011857707509881422,0.0009881422924901185,0.22134387351778656,0.4762845849802372,1012,New Orleans International ,New Orleans,LA,29.99338889,-90.25802778,Birmingham International,Birmingham,AL,33.56294306,-86.75354972
OMA,BHM,0.0,0.0,1.0,1.0,1,Eppley Airfield,Omaha,NE,41.30251861,-95.89417306,Birmingham International,Birmingham,AL,33.56294306,-86.75354972
ORD,BHM,0.04037061548643282,0.0026472534745201853,0.48908007941760423,0.45268034414295166,1511,Chicago O'Hare International,Chicago,IL,41.979595,-87.90446417,Birmingham International,Birmingham,AL,33.56294306,-86.75354972
PHX,BHM,0.0,0.0,0.4250681198910082,0.6049046321525886,367,Phoenix Sky Harbor International,Phoenix,AZ,33.43416667,-112.00805559999999,Birmingham International,Birmingham,AL,33.56294306,-86.75354972
RDU,BHM,0.00625,0.0,0.2,0.15,160,Raleigh-Durham International,Raleigh,NC,35.87763889,-78.78747222,Birmingham International,Birmingham,AL,33.56294306,-86.75354972
SDF,BHM,0.0,0.001483679525222552,0.41543026706231456,0.5118694362017804,674,Louisville International-Standiford ,Louisville,KY,38.17438889,-85.736,Birmingham International,Birmingham,AL,33.56294306,-86.75354972
SLC,BHM,0.0,0.0,0.4,1.0,5,Salt Lake City Intl,Salt Lake City,UT,40.78838778,-111.9777731,Birmingham International,Birmingham,AL,33.56294306,-86.75354972
STL,BHM,0.00273224043715847,0.0,0.6120218579234973,0.6912568306010929,366,Lambert-St Louis International,St Louis,MO,38.74768694,-90.35998972,Birmingham International,Birmingham,AL,33.56294306,-86.75354972
TPA,BHM,0.0,0.0009505703422053232,0.36216730038022815,0.3982889733840304,1052,Tampa International ,Tampa,FL,27.97547222,-82.53325,Birmingham International,Birmingham,AL,33.56294306,-86.75354972
XNA,BHM,0.0,1.0,0.0,0.0,1,Northwest Arkansas Regional,Fayetteville/Springdale/Rogers,AR,36.28186944,-94.30681111,Birmingham International,Birmingham,AL,33.56294306,-86.75354972
ABE,CLE,0.016149068322981366,0.0012422360248447205,0.3093167701863354,0.13291925465838508,805,Lehigh Valley International,Allentown,PA,40.65236278,-75.44040167,Cleveland-Hopkins Intl,Cleveland,OH,41.41089417,-81.84939667
ABQ,CLE,0.0,0.08333333333333333,0.16666666666666666,0.08333333333333333,12,Albuquerque International,Albuquerque,NM,35.04022222,-106.6091944,Cleveland-Hopkins Intl,Cleveland,OH,41.41089417,-81.84939667
ALB,CLE,0.019766397124887692,0.0017969451931716084,0.4052111410601977,0.3279424977538185,1113,Albany Cty,Albany,NY,42.74811944,-73.80297861,Cleveland-Hopkins Intl,Cleveland,OH,41.41089417,-81.84939667
ATL,CLE,0.02443280977312391,0.004537521815008726,0.48586387434554973,0.4181500872600349,2865,William B Hartsfield-Atlanta Intl,Atlanta,GA,33.64044444,-84.42694444,Cleveland-Hopkins Intl,Cleveland,OH,41.41089417,-81.84939667
AUS,CLE,0.007894736842105263,0.002631578947368421,0.4263157894736842,0.3105263157894737,380,Austin-Bergstrom International,Austin,TX,30.19453278,-97.66987194,Cleveland-Hopkins Intl,Cleveland,OH,41.41089417,-81.84939667
BDL,CLE,0.009191176470588236,0.003676470588235294,0.34191176470588236,0.26838235294117646,544,Bradley International,Windsor Locks,CT,41.93887417,-72.68322833,Cleveland-Hopkins Intl,Cleveland,OH,41.41089417,-81.84939667
BHM,CLE,0.0,0.0,0.3181818181818182,0.1893939393939394,264,Birmingham International,Birmingham,AL,33.56294306,-86.75354972,Cleveland-Hopkins Intl,Cleveland,OH,41.41089417,-81.84939667
BNA,CLE,0.007846556233653008,0.0026155187445510027,0.4385353095030514,0.4420226678291194,1147,Nashville International,Nashville,TN,36.12447667,-86.67818222,Cleveland-Hopkins Intl,Cleveland,OH,41.41089417,-81.84939667
